year,offence,age,gender,ethnicity,outcome,value,region
1993,4,15,F,X,B,3,AUK
1994,8,15,F,X,B,3,AUK
1994,4,15,F,X,B,3,AUK
1995,4,15,F,X,B,3,AUK
1995,8,15,F,X,B,3,AUK
1998,4,15,F,X,B,3,AUK
1998,6,15,F,X,B,3,AUK
1998,8,15,F,X,B,3,AUK
1999,8,15,F,X,B,3,AUK
1999,4,15,F,X,B,3,AUK
2000,4,15,F,X,B,3,AUK
2000,8,15,F,X,B,3,AUK
2001,4,15,F,X,B,3,AUK
2002,4,15,F,X,B,3,AUK
1994,15,15,F,X,B,3,AUK
1994,14,15,F,X,B,3,AUK
1996,4,15,F,X,B,3,AUK
1996,2,15,F,X,B,3,AUK
1998,14,15,F,X,B,3,AUK
2001,14,15,F,X,B,3,AUK
2002,15,15,F,X,B,3,AUK
2002,14,15,F,X,B,3,AUK
2003,14,15,F,X,B,3,AUK
1996,13,15,F,X,B,3,AUK
1996,15,15,F,X,B,3,AUK
2009,7,16,M,X,B,3,AUK
2009,8,16,M,X,B,3,AUK
2010,8,16,M,X,B,3,AUK
2010,2,16,M,X,B,3,AUK
2011,8,16,M,X,B,3,AUK
2012,9,16,M,X,B,3,AUK
2012,8,16,M,X,B,3,AUK
2012,7,16,M,X,B,3,AUK
2012,3,16,M,X,B,3,AUK
2012,2,16,M,X,B,3,AUK
2008,2,16,M,X,B,3,AUK
2009,2,16,M,X,B,3,AUK
2009,3,16,M,X,B,3,AUK
2011,2,16,F,X,B,3,AUK
2011,4,16,F,X,B,3,AUK
2001,2,16,F,X,B,3,AUK
2002,2,16,M,X,B,3,AUK
2002,2,16,F,X,B,3,AUK
2002,6,16,F,X,B,3,AUK
2003,5,16,M,X,B,3,AUK
2004,4,16,F,X,B,3,AUK
2006,7,16,M,X,B,3,AUK
2006,7,16,F,X,B,3,AUK
2006,2,16,F,X,B,3,AUK
2006,3,16,M,X,B,3,AUK
2006,2,16,M,X,B,3,AUK
2007,8,16,M,X,B,3,AUK
2008,8,16,M,X,B,3,AUK
2008,7,16,M,X,B,3,AUK
2005,6,16,F,X,B,3,AUK
2005,2,16,F,X,B,3,AUK
2005,2,16,M,X,B,3,AUK
2005,5,16,F,X,B,3,AUK
2007,2,16,F,X,B,3,AUK
2011,8,16,F,X,B,3,AUK
2012,15,16,M,X,B,3,AUK
2011,11,16,M,X,B,3,AUK
2011,12,16,M,X,B,3,AUK
2012,14,16,M,X,B,3,AUK
2012,11,16,M,X,B,3,AUK
2012,10,16,M,X,B,3,AUK
2012,8,16,F,X,B,3,AUK
2012,7,16,F,X,B,3,AUK
1998,1,16,M,X,B,3,AUK
1999,7,16,M,X,B,3,AUK
2000,8,16,F,X,B,3,AUK
2001,8,16,F,X,B,3,AUK
2003,7,16,M,X,B,3,AUK
2005,8,16,M,X,B,3,AUK
2005,7,16,F,X,B,3,AUK
2006,15,16,M,X,B,3,AUK
2006,13,16,M,X,B,3,AUK
2006,12,16,M,X,B,3,AUK
2007,13,16,M,X,B,3,AUK
2008,15,16,M,X,B,3,AUK
2008,14,16,M,X,B,3,AUK
2008,13,16,M,X,B,3,AUK
2008,10,16,M,X,B,3,AUK
2008,9,16,F,X,B,3,AUK
2009,10,16,M,X,B,3,AUK
2009,12,16,M,X,B,3,AUK
2009,13,16,M,X,B,3,AUK
2010,14,16,F,X,B,3,AUK
2010,15,16,M,X,B,3,AUK
2010,14,16,M,X,B,3,AUK
2010,13,16,M,X,B,3,AUK
2010,12,16,M,X,B,3,AUK
2011,14,16,F,X,B,3,AUK
2011,12,16,F,X,B,3,AUK
2000,2,16,M,X,B,3,AUK
2000,6,16,M,X,B,3,AUK
2000,14,16,M,X,B,3,AUK
2000,13,16,F,X,B,3,AUK
2000,15,16,F,X,B,3,AUK
2001,15,16,F,X,B,3,AUK
2001,14,16,F,X,B,3,AUK
2002,13,16,F,X,B,3,AUK
2002,14,16,F,X,B,3,AUK
2003,13,16,M,X,B,3,AUK
2004,14,16,M,X,B,3,AUK
2005,12,16,M,X,B,3,AUK
2005,14,16,F,X,B,3,AUK
2005,11,16,F,X,B,3,AUK
2005,13,16,F,X,B,3,AUK
2005,12,16,F,X,B,3,AUK
2006,15,16,F,X,B,3,AUK
2007,14,16,F,X,B,3,AUK
2009,14,16,F,X,B,3,AUK
1994,1,16,M,X,B,3,AUK
2002,16,16,M,X,B,3,AUK
2003,15,16,M,X,B,3,AUK
2010,15,16,X,X,B,3,AUK
1993,4,16,F,X,B,3,AUK
1995,4,16,F,X,B,3,AUK
1996,7,16,F,X,B,3,AUK
1996,8,16,M,X,B,3,AUK
1997,8,16,F,X,B,3,AUK
1997,7,16,M,X,B,3,AUK
1998,8,16,M,X,B,3,AUK
1999,15,16,M,X,B,3,AUK
1999,12,16,M,X,B,3,AUK
1999,14,16,F,X,B,3,AUK
1999,14,16,M,X,B,3,AUK
1998,14,16,M,X,B,3,AUK
1998,13,16,M,X,B,3,AUK
1998,12,16,M,X,B,3,AUK
1994,10,16,M,X,B,3,AUK
1992,15,16,M,X,B,3,AUK
1992,14,16,F,X,B,3,AUK
1992,14,16,M,X,B,3,AUK
1993,15,16,M,X,B,3,AUK
1994,14,16,F,X,B,3,AUK
1994,13,16,M,X,B,3,AUK
1994,14,16,M,X,B,3,AUK
1994,12,16,M,X,B,3,AUK
1995,14,16,M,X,B,3,AUK
1996,14,16,F,X,B,3,AUK
1996,14,16,M,X,B,3,AUK
1996,12,16,M,X,B,3,AUK
1997,13,16,M,X,B,3,AUK
1997,14,16,M,X,B,3,AUK
1997,14,16,F,X,B,3,AUK
1998,15,16,M,X,B,3,AUK
1998,14,16,F,X,B,3,AUK
1998,15,16,F,X,B,3,AUK
2006,7,X,M,X,B,3,AUK
2005,8,X,F,X,B,3,AUK
1998,4,X,M,X,B,3,AUK
1998,4,X,F,X,B,3,AUK
2000,14,X,M,X,B,3,AUK
2001,15,X,M,X,B,3,AUK
2001,14,X,M,X,B,3,AUK
2002,14,X,M,X,B,3,AUK
1995,14,X,M,X,B,3,AUK
2001,14,X,X,X,B,3,AUK
1996,8,X,M,X,B,3,AUK
1996,4,X,M,X,B,3,AUK
1996,6,X,M,X,B,3,AUK
1992,14,X,X,X,B,3,AUK
1992,15,X,M,X,B,3,AUK
1993,15,X,M,X,B,3,AUK
1993,14,X,M,X,B,3,AUK
1993,4,X,X,X,B,3,AUK
1993,14,X,X,X,B,3,AUK
2005,8,14,M,X,B,6,AUK
2010,4,15,M,X,B,6,AUK
2009,4,15,M,X,B,6,AUK
2006,4,15,M,X,B,6,AUK
2008,4,15,M,X,B,6,AUK
2008,4,15,F,X,B,6,AUK
1994,4,15,M,X,B,6,AUK
1997,4,15,F,X,B,6,AUK
1997,4,15,M,X,B,6,AUK
1998,4,15,M,X,B,6,AUK
2001,15,15,M,X,B,6,AUK
2005,8,15,F,X,B,6,AUK
1992,4,15,M,X,B,6,AUK
2002,4,16,F,X,B,6,AUK
2006,8,16,M,X,B,6,AUK
2005,4,16,F,X,B,6,AUK
2010,4,16,F,X,B,6,AUK
2005,7,16,M,X,B,6,AUK
2000,4,16,F,X,B,6,AUK
2001,14,16,M,X,B,6,AUK
2003,14,16,F,X,B,6,AUK
2003,14,16,M,X,B,6,AUK
1996,4,16,F,X,B,6,AUK
1998,4,16,F,X,B,6,AUK
2001,15,16,M,X,B,6,AUK
1993,14,16,M,X,B,6,AUK
2007,4,15,M,X,B,9,AUK
2007,4,15,F,X,B,9,AUK
1996,4,15,M,X,B,9,AUK
1999,4,15,M,X,B,9,AUK
2000,4,15,M,X,B,9,AUK
2012,4,16,M,X,B,9,AUK
2012,4,16,F,X,B,9,AUK
2003,4,16,F,X,B,9,AUK
2007,14,16,M,X,B,9,AUK
1999,4,16,F,X,B,9,AUK
1999,4,16,M,X,B,9,AUK
2002,14,16,M,X,B,9,AUK
2005,14,16,M,X,B,9,AUK
2006,14,16,F,X,B,9,AUK
1992,4,16,F,X,B,9,AUK
1992,4,16,M,X,B,9,AUK
1993,4,16,M,X,B,9,AUK
1994,4,16,F,X,B,9,AUK
1995,4,16,M,X,B,9,AUK
1997,4,16,F,X,B,9,AUK
2000,15,16,M,X,B,9,AUK
2001,4,15,M,X,B,12,AUK
2011,4,16,M,X,B,12,AUK
2001,4,16,F,X,B,12,AUK
2006,4,16,F,X,B,12,AUK
2009,14,16,M,X,B,12,AUK
2000,4,16,M,X,B,12,AUK
1994,4,16,M,X,B,12,AUK
2003,4,16,M,X,B,15,AUK
2006,14,16,M,X,B,15,AUK
2010,4,16,M,X,B,18,AUK
1996,4,16,M,X,B,18,AUK
2001,4,16,M,X,B,21,AUK
2008,4,16,F,X,B,21,AUK
2009,4,16,F,X,B,21,AUK
1997,4,16,M,X,B,21,AUK
1998,4,16,M,X,B,21,AUK
2002,4,16,M,X,B,24,AUK
2005,4,16,M,X,B,24,AUK
2007,4,16,F,X,B,24,AUK
2006,4,16,M,X,B,30,AUK
2008,4,16,M,X,B,30,AUK
2009,4,16,M,X,B,36,AUK
2007,4,16,M,X,B,42,AUK
2011,3,14,M,X,C,3,AUK
2010,3,14,M,X,C,3,AUK
2012,7,14,M,X,C,3,AUK
2012,8,14,M,X,C,3,AUK
2010,2,14,F,X,C,3,AUK
2009,7,14,M,X,C,3,AUK
2009,3,14,M,X,C,3,AUK
2008,3,14,M,X,C,3,AUK
2008,6,14,M,X,C,3,AUK
2008,8,14,M,X,C,3,AUK
2008,8,14,F,X,C,3,AUK
2008,10,14,M,X,C,3,AUK
2007,3,14,M,X,C,3,AUK
2007,2,14,M,X,C,3,AUK
2006,6,14,M,X,C,3,AUK
2005,4,14,M,X,C,3,AUK
2005,3,14,M,X,C,3,AUK
2005,2,14,M,X,C,3,AUK
2012,12,14,M,X,C,3,AUK
2011,12,14,M,X,C,3,AUK
2010,14,14,M,X,C,3,AUK
2006,2,14,F,X,C,3,BOP
2003,4,14,F,X,C,3,BOP
2002,4,14,M,X,C,3,BOP
2002,4,14,F,X,C,3,BOP
2002,8,14,M,X,C,3,BOP
2002,8,14,F,X,C,3,BOP
2001,7,14,M,X,C,3,BOP
2000,2,14,M,X,C,3,BOP
1999,2,14,M,X,C,3,BOP
1999,4,14,F,X,C,3,BOP
2009,16,14,F,X,C,3,BOP
2009,12,14,F,X,C,3,BOP
2008,11,14,M,X,C,3,BOP
2008,13,14,F,X,C,3,BOP
2007,8,14,F,X,C,3,BOP
2005,12,14,M,X,C,3,BOP
2005,8,14,F,X,C,3,BOP
1997,2,14,M,X,C,3,BOP
1997,4,14,M,X,C,3,BOP
1996,4,14,F,X,C,3,BOP
1996,2,14,F,X,C,3,BOP
1995,4,14,M,X,C,3,BOP
1995,4,14,F,X,C,3,BOP
1994,7,14,M,X,C,3,BOP
1994,4,14,M,X,C,3,BOP
1994,2,14,M,X,C,3,BOP
2003,14,14,M,X,C,3,BOP
2003,15,14,M,X,C,3,BOP
2003,15,14,F,X,C,3,BOP
2002,12,14,M,X,C,3,BOP
2002,15,14,F,X,C,3,BOP
2002,14,14,M,X,C,3,BOP
2001,14,14,M,X,C,3,BOP
2001,13,14,M,X,C,3,BOP
2000,8,14,M,X,C,3,BOP
1999,8,14,F,X,C,3,BOP
1998,8,14,F,X,C,3,BOP
1998,9,14,F,X,C,3,BOP
1997,8,14,F,X,C,3,BOP
1994,8,14,M,X,C,3,BOP
1992,2,14,M,X,C,3,BOP
2001,14,14,X,X,C,3,BOP
2000,14,14,M,X,C,3,BOP
1999,14,14,F,X,C,3,BOP
1998,15,14,F,X,C,3,BOP
1998,12,14,M,X,C,3,BOP
1997,14,14,M,X,C,3,BOP
1995,14,14,F,X,C,3,BOP
1994,15,14,F,X,C,3,BOP
1994,15,14,M,X,C,3,BOP
1994,14,14,M,X,C,3,BOP
1994,11,14,M,X,C,3,BOP
1997,16,14,M,X,C,3,BOP
1992,11,14,M,X,C,3,BOP
1997,16,14,X,X,C,3,BOP
1993,14,14,M,X,C,3,BOP
1993,15,14,M,X,C,3,BOP
1993,14,14,X,X,C,3,BOP
1992,14,14,X,X,C,3,BOP
2012,3,15,M,X,C,3,BOP
2012,4,15,M,X,C,3,BOP
2012,7,15,F,X,C,3,BOP
2012,8,15,F,X,C,3,BOP
2011,12,15,M,X,C,3,BOP
2011,8,15,M,X,C,3,BOP
2011,7,15,M,X,C,3,BOP
2011,4,15,M,X,C,3,BOP
2011,3,15,M,X,C,3,BOP
2010,3,15,M,X,C,3,BOP
2010,4,15,F,X,C,3,BOP
2010,7,15,F,X,C,3,BOP
2010,9,15,M,X,C,3,BOP
2009,2,15,M,X,C,3,BOP
2008,2,15,M,X,C,3,BOP
2011,14,15,M,X,C,3,BOP
2009,7,15,M,X,C,3,BOP
2009,3,15,M,X,C,3,BOP
2009,4,15,M,X,C,3,BOP
2008,4,15,M,X,C,3,BOP
2008,5,15,M,X,C,3,BOP
2008,6,15,M,X,C,3,BOP
2008,8,15,M,X,C,3,BOP
2007,7,15,M,X,C,3,BOP
2007,9,15,M,X,C,3,BOP
2007,4,15,M,X,C,3,BOP
2006,4,15,M,X,C,3,BOP
2006,8,15,M,X,C,3,BOP
2006,3,15,M,X,C,3,BOP
2005,8,15,M,X,C,3,BOP
2005,6,15,M,X,C,3,BOP
2005,2,15,M,X,C,3,BOP
2009,14,15,M,X,C,3,BOP
2009,12,15,M,X,C,3,BOP
2008,11,15,M,X,C,3,BOP
2008,14,15,M,X,C,3,BOP
2008,13,15,M,X,C,3,BOP
2008,4,15,F,X,C,3,BOP
2007,2,15,F,X,C,3,BOP
2007,4,15,F,X,C,3,BOP
2007,15,15,M,X,C,3,BOP
2007,13,15,M,X,C,3,BOP
2007,14,15,M,X,C,3,BOP
2006,11,15,M,X,C,3,BOP
2006,12,15,M,X,C,3,BOP
2006,14,15,M,X,C,3,BOP
2006,13,15,M,X,C,3,BOP
2006,2,15,F,X,C,3,BOP
2006,4,15,F,X,C,3,BOP
2005,15,15,M,X,C,3,BOP
2005,2,15,F,X,C,3,BOP
2003,5,15,M,X,C,3,BOP
2003,2,15,M,X,C,3,BOP
2008,13,15,F,X,C,3,BOP
2008,12,15,F,X,C,3,BOP
2008,7,15,F,X,C,3,BOP
2007,8,15,F,X,C,3,BOP
2007,14,15,F,X,C,3,BOP
2005,14,15,M,X,C,3,BOP
2005,12,15,M,X,C,3,BOP
2004,13,15,F,X,C,3,BOP
2004,15,15,M,X,C,3,BOP
2003,15,15,M,X,C,3,BOP
2003,13,15,M,X,C,3,BOP
2000,4,15,M,X,C,3,BOP
1998,2,15,M,X,C,3,BOP
1998,6,15,M,X,C,3,BOP
1997,6,15,F,X,C,3,BOP
1996,2,15,M,X,C,3,BOP
1996,6,15,M,X,C,3,BOP
2006,14,15,F,X,C,3,BOP
2006,8,15,F,X,C,3,BOP
2005,16,15,X,X,C,3,BOP
2004,16,15,X,X,C,3,BOP
2003,2,15,F,X,C,3,BOP
2002,15,15,M,X,C,3,BOP
2001,15,15,M,X,C,3,BOP
2001,12,15,M,X,C,3,BOP
2001,13,15,M,X,C,3,BOP
2001,14,15,M,X,C,3,BOP
2000,14,15,M,X,C,3,BOP
2000,13,15,M,X,C,3,BOP
2000,15,15,M,X,C,3,BOP
2000,12,15,M,X,C,3,BOP
1999,8,15,M,X,C,3,BOP
1999,14,15,M,X,C,3,BOP
1998,7,15,M,X,C,3,BOP
1997,8,15,M,X,C,3,BOP
1997,15,15,M,X,C,3,BOP
1996,15,15,M,X,C,3,BOP
1996,7,15,M,X,C,3,BOP
1996,11,15,M,X,C,3,BOP
1995,6,15,M,X,C,3,BOP
1995,14,15,M,X,C,3,BOP
1995,7,15,M,X,C,3,BOP
1994,14,15,M,X,C,3,BOP
1993,8,15,M,X,C,3,BOP
1992,15,15,M,X,C,3,BOP
1992,14,15,M,X,C,3,BOP
2003,6,15,F,X,C,3,BOP
2001,4,15,F,X,C,3,BOP
1999,4,15,F,X,C,3,BOP
1994,4,15,F,X,C,3,BOP
1994,8,15,F,X,C,3,BOP
1993,4,15,F,X,C,3,BOP
1992,4,15,F,X,C,3,BOP
2003,15,15,F,X,C,3,BOP
2003,14,15,F,X,C,3,BOP
2000,14,15,F,X,C,3,BOP
1998,14,15,F,X,C,3,BOP
1997,16,15,X,X,C,3,BOP
1996,8,15,F,X,C,3,BOP
1994,14,15,F,X,C,3,BOP
1994,15,15,F,X,C,3,BOP
1993,15,15,F,X,C,3,BOP
1992,14,15,F,X,C,3,BOP
1996,13,15,F,X,C,3,BOP
1996,14,15,F,X,C,3,BOP
1994,14,15,X,X,C,3,BOP
1992,14,15,X,X,C,3,BOP
2012,2,16,M,X,C,3,BOP
2012,5,16,M,X,C,3,BOP
2012,8,16,M,X,C,3,BOP
2011,8,16,M,X,C,3,BOP
2010,2,16,M,X,C,3,BOP
2009,8,16,M,X,C,3,BOP
2009,6,16,M,X,C,3,BOP
2012,3,16,F,X,C,3,BOP
2009,3,16,M,X,C,3,BOP
2009,2,16,M,X,C,3,BOP
2008,2,16,M,X,C,3,BOP
2008,3,16,M,X,C,3,BOP
2008,8,16,M,X,C,3,BOP
2007,9,16,M,X,C,3,BOP
2007,8,16,M,X,C,3,BOP
2007,6,16,M,X,C,3,BOP
2007,3,16,M,X,C,3,BOP
2006,2,16,M,X,C,3,BOP
2006,3,16,M,X,C,3,BOP
2006,4,16,F,X,C,3,BOP
2006,6,16,M,X,C,3,BOP
2006,7,16,F,X,C,3,BOP
2006,8,16,M,X,C,3,BOP
2006,8,16,F,X,C,3,BOP
2012,12,16,M,X,C,3,BOP
2012,14,16,M,X,C,3,BOP
2011,16,16,M,X,C,3,BOP
2011,15,16,M,X,C,3,BOP
2011,14,16,M,X,C,3,BOP
2011,13,16,M,X,C,3,BOP
2011,12,16,M,X,C,3,BOP
2012,15,16,M,X,C,3,BOP
2010,4,16,F,X,C,3,BOP
2009,2,16,F,X,C,3,BOP
2008,2,16,F,X,C,3,BOP
2008,4,16,F,X,C,3,BOP
2005,3,16,M,X,C,3,BOP
2004,4,16,M,X,C,3,BOP
2004,4,16,F,X,C,3,BOP
1999,5,16,M,X,C,3,BOP
2011,14,16,F,X,C,3,BOP
2010,12,16,M,X,C,3,BOP
2010,13,16,M,X,C,3,BOP
2010,15,16,M,X,C,3,BOP
2010,14,16,F,X,C,3,BOP
2009,15,16,M,X,C,3,BOP
2008,7,16,F,X,C,3,BOP
2008,8,16,F,X,C,3,BOP
2008,12,16,M,X,C,3,BOP
2008,13,16,M,X,C,3,BOP
2008,15,16,M,X,C,3,BOP
2007,15,16,M,X,C,3,BOP
2007,14,16,M,X,C,3,BOP
2007,13,16,M,X,C,3,BOP
2007,12,16,M,X,C,3,BOP
2007,11,16,M,X,C,3,BOP
2007,10,16,M,X,C,3,BOP
2007,8,16,F,X,C,3,BOP
2007,7,16,F,X,C,3,BOP
2006,12,16,F,X,C,3,BOP
2006,13,16,M,X,C,3,BOP
2006,15,16,M,X,C,3,BOP
2005,7,16,F,X,C,3,BOP
2005,7,16,M,X,C,3,BOP
2005,8,16,M,X,C,3,BOP
2003,8,16,F,X,C,3,BOP
2002,9,16,F,X,C,3,BOP
2002,8,16,M,X,C,3,BOP
2002,8,16,F,X,C,3,BOP
2001,7,16,F,X,C,3,BOP
2001,9,16,F,X,C,3,BOP
1999,8,16,F,X,C,3,BOP
1999,9,16,F,X,C,3,BOP
1999,9,16,M,X,C,3,BOP
1997,2,16,M,X,C,3,BOP
1997,1,16,F,X,C,3,BOP
1996,1,16,F,X,C,3,BOP
1996,2,16,M,X,C,3,CAN
1995,2,16,M,X,C,3,CAN
1995,1,16,M,X,C,3,CAN
1992,1,16,F,X,C,3,CAN
2009,14,16,F,X,C,3,CAN
2008,13,16,F,X,C,3,CAN
2008,14,16,F,X,C,3,CAN
2007,14,16,F,X,C,3,CAN
2006,15,16,F,X,C,3,CAN
2005,12,16,F,X,C,3,CAN
2005,10,16,M,X,C,3,CAN
2005,14,16,F,X,C,3,CAN
2004,15,16,F,X,C,3,CAN
2004,14,16,F,X,C,3,CAN
2005,13,16,M,X,C,3,CAN
2004,12,16,F,X,C,3,CAN
2004,13,16,M,X,C,3,CAN
2004,14,16,M,X,C,3,CAN
2003,13,16,M,X,C,3,CAN
2003,13,16,F,X,C,3,CAN
2003,14,16,F,X,C,3,CAN
2002,15,16,F,X,C,3,CAN
2001,13,16,M,X,C,3,CAN
2001,13,16,F,X,C,3,CAN
2001,14,16,F,X,C,3,CAN
2001,15,16,F,X,C,3,CAN
2000,15,16,F,X,C,3,CAN
2000,14,16,F,X,C,3,CAN
2000,13,16,M,X,C,3,CAN
1999,14,16,M,X,C,3,CAN
1999,11,16,M,X,C,3,CAN
1999,15,16,F,X,C,3,CAN
1998,8,16,M,X,C,3,CAN
1996,8,16,F,X,C,3,CAN
1995,8,16,M,X,C,3,CAN
1995,7,16,M,X,C,3,CAN
1995,8,16,F,X,C,3,CAN
1994,7,16,M,X,C,3,CAN
1994,8,16,M,X,C,3,CAN
1994,7,16,F,X,C,3,CAN
2010,15,16,F,X,C,3,CAN
2010,15,16,X,X,C,3,CAN
2011,15,16,F,X,C,3,CAN
2008,15,16,F,X,C,3,CAN
2004,15,16,M,X,C,3,CAN
2003,16,16,F,X,C,3,CAN
2003,15,16,M,X,C,3,CAN
2002,15,16,M,X,C,3,CAN
2001,16,16,M,X,C,3,CAN
2000,15,16,M,X,C,3,CAN
1999,16,16,M,X,C,3,CAN
2008,15,16,X,X,C,3,CAN
2007,15,16,X,X,C,3,CAN
2000,13,16,X,X,C,3,CAN
1998,12,16,M,X,C,3,CAN
1998,13,16,F,X,C,3,CAN
1998,13,16,M,X,C,3,CAN
1998,14,16,F,X,C,3,CAN
1998,15,16,M,X,C,3,CAN
1997,15,16,M,X,C,3,CAN
1997,14,16,F,X,C,3,CAN
1996,12,16,M,X,C,3,CAN
1996,15,16,F,X,C,3,CAN
1996,15,16,M,X,C,3,CAN
1995,15,16,M,X,C,3,CAN
1995,12,16,M,X,C,3,CAN
1994,12,16,F,X,C,3,CAN
1994,15,16,F,X,C,3,CAN
1994,15,16,M,X,C,3,CAN
1993,15,16,M,X,C,3,CAN
1993,15,16,F,X,C,3,CAN
1993,14,16,F,X,C,3,CAN
1992,14,16,F,X,C,3,CAN
1992,15,16,F,X,C,3,CAN
1992,15,16,M,X,C,3,CAN
1993,14,16,X,X,C,3,CAN
2008,8,15,F,X,C,6,CAN
2003,14,15,M,X,C,6,CAN
2001,4,15,M,X,C,6,CAN
1999,4,15,M,X,C,6,CAN
1997,4,15,M,X,C,6,CAN
1997,4,15,F,X,C,6,CAN
1994,4,15,M,X,C,6,CAN
1998,14,15,M,X,C,6,CAN
1997,14,15,M,X,C,6,CAN
1993,14,15,M,X,C,6,CAN
2003,4,15,F,X,C,6,CAN
2002,4,15,F,X,C,6,CAN
2000,4,15,F,X,C,6,CAN
1998,4,15,F,X,C,6,CAN
1995,4,15,F,X,C,6,CAN
2012,4,16,M,X,C,6,CAN
2011,4,16,M,X,C,6,CAN
2011,3,16,M,X,C,6,CAN
2010,4,16,M,X,C,6,CAN
2007,4,16,M,X,C,6,CAN
2009,4,16,F,X,C,6,CAN
2007,4,16,F,X,C,6,CAN
2005,4,16,F,X,C,6,CAN
2005,2,16,M,X,C,6,CAN
2001,4,16,F,X,C,6,CAN
2000,4,16,F,X,C,6,CAN
2010,14,16,M,X,C,6,CAN
2008,14,16,M,X,C,6,CAN
2006,14,16,M,X,C,6,CAN
2006,14,16,F,X,C,6,CAN
2005,14,16,M,X,C,6,CAN
2005,12,16,M,X,C,6,CAN
2002,14,16,F,X,C,6,CAN
2001,14,16,M,X,C,6,CAN
1999,14,16,F,X,C,6,CAN
1999,15,16,M,X,C,6,CAN
1994,4,16,F,X,C,6,CAN
1993,4,16,F,X,C,6,CAN
2005,15,16,M,X,C,6,CAN
1995,14,16,F,X,C,6,CAN
1994,14,16,F,X,C,6,CAN
2002,4,15,M,X,C,9,CAN
1998,4,15,M,X,C,9,CAN
1996,4,15,M,X,C,9,CAN
1996,4,15,F,X,C,9,CAN
2009,4,16,M,X,C,9,CAN
2006,4,16,M,X,C,9,CAN
2005,4,16,M,X,C,9,CAN
1999,4,16,F,X,C,9,CAN
2009,14,16,M,X,C,9,CAN
2003,14,16,M,X,C,9,CAN
2001,15,16,M,X,C,9,CAN
1998,14,16,M,X,C,9,CAN
1997,14,16,M,X,C,9,CAN
1996,14,16,F,X,C,9,CAN
2003,4,15,M,X,C,12,CAN
1993,4,15,M,X,C,12,CAN
1992,4,15,M,X,C,12,CAN
2002,14,15,M,X,C,12,CAN
2008,4,16,M,X,C,12,CAN
2002,4,16,F,X,C,12,CAN
2000,14,16,M,X,C,12,CAN
1992,4,16,F,X,C,12,CAN
1994,14,16,M,X,C,12,CAN
1992,14,16,M,X,C,12,CAN
1995,4,15,M,X,C,15,CAN
2003,4,16,M,X,C,15,CAN
1997,4,16,F,X,C,15,CAN
1996,14,16,M,X,C,15,CAN
1995,14,16,M,X,C,15,CAN
1993,14,16,M,X,C,15,CAN
2003,4,16,F,X,C,18,CAN
1995,4,16,F,X,C,18,CAN
2000,4,16,M,X,C,21,CAN
2002,14,16,M,X,C,21,CAN
1998,4,16,F,X,C,21,CAN
1996,4,16,F,X,C,21,CAN
1992,4,16,M,X,C,21,CAN
2002,4,16,M,X,C,24,CAN
2001,4,16,M,X,C,24,CAN
1996,4,16,M,X,C,27,CAN
1993,4,16,M,X,C,27,CAN
1994,4,16,M,X,C,27,CAN
1999,4,16,M,X,C,30,CAN
1997,4,16,M,X,C,30,CAN
1995,4,16,M,X,C,36,CAN
1998,4,16,M,X,C,48,CAN
2008,6,14,M,P,1,3,CAN
2008,4,14,M,P,1,3,CAN
2008,3,14,M,P,1,3,CAN
2008,1,14,M,P,1,3,CAN
2009,3,14,M,P,1,3,CAN
2009,5,14,M,P,1,3,CAN
2009,6,14,M,P,1,3,CAN
2011,3,14,M,P,1,3,CAN
2011,7,14,M,P,1,3,CAN
2011,11,14,M,P,1,3,CAN
2011,12,14,M,P,1,3,CAN
2006,6,14,M,P,1,3,CAN
2011,14,14,M,P,1,3,CAN
2001,4,14,M,P,1,3,CAN
2001,3,14,M,P,1,3,CAN
2002,6,14,M,P,1,3,CAN
2002,1,14,M,P,1,3,CAN
2003,4,14,M,P,1,3,CAN
2003,2,14,M,P,1,3,CAN
2003,6,14,M,P,1,3,CAN
2004,6,14,M,P,1,3,CAN
2004,3,14,M,P,1,3,CAN
2001,12,14,M,P,1,3,CAN
2002,7,14,M,P,1,3,CAN
2003,8,14,M,P,1,3,CAN
2004,8,14,M,P,1,3,CAN
2004,12,14,M,P,1,3,CAN
2004,11,14,M,P,1,3,CAN
2008,14,14,M,P,1,3,CAN
1995,3,14,M,P,1,3,CAN
1996,3,14,M,P,1,3,CAN
1996,1,14,M,P,1,3,CAN
1996,2,14,M,P,1,3,CAN
1997,2,14,M,P,1,3,CAN
1998,2,14,M,P,1,3,CAN
2000,8,14,M,P,1,3,CAN
2001,15,14,M,P,1,3,CAN
2003,4,14,F,P,1,3,CAN
2003,15,14,M,P,1,3,CAN
2004,14,14,M,P,1,3,CAN
1999,8,14,M,P,1,3,CAN
1999,7,14,M,P,1,3,CAN
1999,9,14,F,P,1,3,CAN
1999,6,14,F,P,1,3,CAN
2000,15,14,M,P,1,3,CAN
2003,16,14,M,P,1,3,CAN
1992,4,14,M,P,1,3,CAN
1993,4,14,M,P,1,3,CAN
1993,7,14,M,P,1,3,CAN
1993,11,14,M,P,1,3,CAN
1993,8,14,M,P,1,3,CAN
1993,12,14,M,P,1,3,CAN
1994,7,14,M,P,1,3,CAN
1996,7,14,M,P,1,3,CAN
1996,8,14,M,P,1,3,CAN
1997,3,14,M,P,1,3,CAN
